chain_id,model,method,num_emails,sentiment_neg,sentiment_neu,sentiment_pos
0,Gemini,Bare Llama8B,5,0.09456751644611361,0.29456751644611356,0.6108649671077728
1,Gemini,Bare Llama8B,6,0.0,0.009213030338287354,0.9907869696617126
2,Gemini,Bare Llama8B,5,0.9536307619418949,0.04636923805810511,0.0
3,Gemini,Bare Llama8B,4,0.0,0.01557070016860962,0.9844292998313904
4,Gemini,Bare Llama8B,5,0.03156777620315554,0.2315677762031555,0.736864447593689
5,Gemini,Bare Llama8B,5,0.1526613473892212,0.7,0.1473386526107788
6,Gemini,Bare Llama8B,7,0.09073809683322909,0.29073809683322904,0.6185238063335419
7,Gemini,Bare Llama8B,3,0.11840880811214449,0.4184088081121444,0.4631823837757111
8,Gemini,Bare Llama8B,3,0.14741873145103457,0.7,0.15258126854896545
9,Gemini,Bare Llama8B,3,0.0,0.07811769843101501,0.921882301568985
10,Gemini,Bare Llama8B,3,0.0,0.1031423807144165,0.8968576192855835
11,Gemini,Bare Llama8B,6,0.11897608041763308,0.418976080417633,0.4620478391647339
12,Gemini,Bare Llama8B,9,0.9937669920618646,0.006233007938135415,0.0
13,Gemini,Bare Llama8B,10,0.0,0.1149681806564331,0.8850318193435669
14,Gemini,Bare Llama8B,4,0.11753421425819399,0.4175342142581939,0.4649315714836121
15,Gemini,Bare Llama8B,2,0.0,0.003379613161087036,0.996620386838913
16,Gemini,Bare Llama8B,4,0.04490000903606417,0.24490000903606413,0.7101999819278717
17,Gemini,Bare Llama8B,4,0.9762845858931541,0.023715414106845856,0.0
18,Gemini,Bare Llama8B,4,0.7486880540236598,0.22565597298817008,0.0256559729881701
19,Gemini,Bare Llama8B,13,0.0,0.037989646196365356,0.9620103538036346
20,Gemini,Bare Llama8B,5,0.1449404001235962,0.7,0.1550595998764038
21,Gemini,Bare Llama8B,6,0.1378518879413605,0.7,0.16214811205863952
22,Gemini,Bare Llama8B,6,0.148094916343689,0.7,0.15190508365631103
23,Gemini,Bare Llama8B,4,0.09638828933238985,0.2963882893323898,0.6072234213352203
24,Gemini,Bare Llama8B,4,0.018692904710769676,0.21869290471076963,0.7626141905784607
25,Gemini,Bare Llama8B,5,0.1477807700634003,0.7,0.15221922993659973
26,Gemini,Bare Llama8B,3,0.11611364185810091,0.41611364185810085,0.46777271628379824
27,Gemini,Bare Llama8B,6,0.14743402004241946,0.7,0.15256597995758056
28,Gemini,Bare Llama8B,5,0.0,0.13821378350257874,0.8617862164974213
29,Gemini,Bare Llama8B,4,0.06871608793735506,0.268716087937355,0.6625678241252899
30,Gemini,Bare Llama8B,4,0.05433904528617861,0.25433904528617857,0.6913219094276428
31,Gemini,Bare Llama8B,2,0.07715476453304293,0.2771547645330429,0.6456904709339142
32,Gemini,Bare Llama8B,4,0.015971386432647727,0.21597138643264768,0.7680572271347046
33,Gemini,Bare Llama8B,4,0.0,0.05150473117828369,0.9484952688217163
34,Gemini,Bare Llama8B,4,0.12571279108524325,0.7,0.17428720891475677
35,Gemini,Bare Llama8B,4,0.017737561464309715,0.21773756146430967,0.7645248770713806
36,Gemini,Bare Llama8B,5,0.1516126334667206,0.7,0.1483873665332794
37,Gemini,Bare Llama8B,2,0.9949017071048729,0.005098292895127088,0.0
38,Gemini,Bare Llama8B,7,0.11896821260452273,0.41896821260452266,0.4620635747909546
39,Gemini,Bare Llama8B,5,0.15611276354175063,0.7,0.14388723645824938
40,Gemini,Bare Llama8B,8,0.05768517553806307,0.257685175538063,0.6846296489238739
41,Gemini,Bare Llama8B,5,0.1310186326503754,0.7,0.16898136734962463
42,Gemini,Bare Llama8B,2,0.14534191191196444,0.7,0.15465808808803558
